Name
Lawrence Butler
Lenyn Sosa
Leo Jimenez
Leo Rivas
Leody Taveras
Liam Hicks
Liover Peguero
Logan Davidson
Logan O'Hoppe
Logan Porter
Lourdes Gurriel Jr.
Luis Arraez
Luis Campusano
Luis Garcia Jr.
Luis Guillorme
Luis Matos
Luis Rengifo
Luis Robert Jr.
Luis Torrens
Luis Urias
Luisangel Acuna
Luke Keaschall
Luke Maile
Luke Raley
Luke Williams
Luken Baker
MJ Melendez
Maikel Garcia
Manny Machado
Manuel Margot
Marcell Ozuna
Marcelo Mayer
Marcus Semien
Mark Canha
Mark Vientos
Martin Maldonado
Masataka Yoshida
Mason McCoy
Masyn Winn
Matt Chapman
Matt Gorski
Matt McLain
Matt Mervis
Matt Olson
Matt Shaw
Matt Thaiss
Matt Vierling
Matt Wallner
Matthew Lugo
Mauricio Dubon
Maverick Handley
Max Kepler
Max Muncy
Max Schuemann
Michael A. Taylor
Michael Busch
Michael Conforto
Michael Harris II
Michael Helman
Michael Massey
Michael Siani
Michael Stefanic
Michael Toglia
Mickey Gasper
Mickey Moniak
Miguel Amaya
Miguel Andujar
Miguel Rojas
Miguel Vargas
Mike Tauchman
Mike Trout
Mike Yastrzemski
Miles Mastrobuoni
Mitch Garver
Moises Ballesteros
Mookie Betts
Myles Straw
Nacho Alvarez Jr.
Nasim Nunez
Nate Eaton
Nathan Lukes
Nathaniel Lowe
Nick Ahmed
Nick Allen
Nick Castellanos
Nick Fortes
Nick Gonzales
Nick Kurtz
Nick Loftin
Nick Martini
Nick Maton
Nick Sogard
Nick Solak
Nicky Lopez
Nico Hoerner
Niko Kavadas
Noelvi Marte
Nolan Arenado
Nolan Gorman
Nolan Jones
Nolan Schanuel
Oliver Dunn
Omar Narvaez
Oneil Cruz
Orlando Arcia
Oscar Gonzalez
Oswald Peraza
Oswaldo Cabrera
Otto Kemp
Otto Lopez
Owen Miller
Ozzie Albies
Pablo Reyes
Parker Meadows
Patrick Bailey
Paul DeJong
Paul Goldschmidt
Pavin Smith
Pedro Pages
Pete Alonso
Pete Crow-Armstrong
Rafael Devers
Rafael Marchan
Ramon Laureano
Ramon Urias
Randal Grichuk
Randy Arozarena
Rece Hinds
Reese McGuire
Rhylan Thomas
Rhys Hoskins
Richie Palacios
Riley Adams
Riley Greene
Rob Brantly
Rob Refsnyder
Robert Hassell III
Roman Anthony
Romy Gonzalez
Ronald Acuna Jr.
Ronny Mauricio
Ronny Simon
Rowdy Tellez
Royce Lewis
Ryan Bliss
Ryan Fitzgerald
Ryan Jeffers
Ryan Kreidler
Ryan McMahon
Ryan Mountcastle
Ryan Noda
Ryan O'Hearn
Ryan Ritter
Ryan Vilade
Sal Frelick
Salvador Perez
Sam Haggerty
Sam Hilliard
Sam Huff
Samad Taylor
Sandy Leon
Santiago Espinal
Scott Kingery
Sean Bouchard
Sean Murphy
Seiya Suzuki
Sergio Alcantara
Seth Brown
Shay Whitcomb
Shea Langeliers
Shohei Ohtani
Spencer Horwitz
Spencer Steer
Spencer Torkelson
Starling Marte
Steven Kwan
Stuart Fairchild
TJ Friedl
Taylor Trammell
Taylor Walls
Taylor Ward
Teoscar Hernandez
Thairo Estrada
Thomas Saggese
Tim Anderson
Tim Elko
Tim Tawa
Tirso Ornelas
Tomas Nido
Tommy Edman
Tommy Pham
Travis Jankowski
Travis d'Arnaud
Trea Turner
Trent Grisham
Trenton Brooks
Trevor Larnach
Trevor Story
Trey Lipscomb
Trey Sweeney
Tristin English
Triston Casas
Tsung-Che Cheng
Tucker Barnhart
Ty France
Tyler Black
Tyler Callihan
Tyler Fitzgerald
Tyler Freeman
Tyler Heineman
Tyler O'Neill
Tyler Soderstrom
Tyler Stephenson
Tyler Tolbert
Tyler Wade
Tyrone Taylor
Victor Caratini
Victor Mesa Jr.
Victor Robles
Victor Scott II
Vidal Brujan
Vinnie Pasquantino
Vinny Capra
Vladimir Guerrero Jr.
Wenceel Perez
Weston Wilson
Will Benson
Will Brennan
Will Robertson
Will Smith
Will Wagner
Will Wilson
Willi Castro
William Contreras
Willie MacIver
Willson Contreras
Willy Adames
Wilmer Flores
Wilyer Abreu
Wyatt Langford
Xander Bogaerts
Xavier Edwards
Yainer Diaz
Yandy Diaz
Yanquiel Fernandez
Yoan Moncada
Yohel Pozo
Yordan Alvarez
Yuli Gurriel
Zac Veen
Zach Dezenzo
Zach McKinstry
Zach Neto
Zack Gelof
Zack Short
